epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/Gun,val/AP/Knife,val/AP/Pliers,val/AP/Scissors,val/AP/Wrench,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
5,2183,,,,,,,,,,,,,,,,,,0.6351634860038757,0.4947929084300995,0.4595487713813782,0.4223076105117798,0.4698750972747803,0.7710317969322205,0.8333202600479126,0.526606559753418,0.7068506479263306,4.287347793579102,0.8123697638511658,0.4963375926017761,0.5319221615791321,0.7086800932884216,0.8583704233169556,0.7026315331459045
5,2183,3897.656005859375,3883.031494140625,3719.4892578125,6.832272529602051,4.454652786254883,0.05892549827694893,0.06129883602261543,0.06740196794271469,0.7010194063186646,0.7450345158576965,0.7270596623420715,0.2141066938638687,0.22011864185333252,0.23747773468494415,,,,,,,,,,,,,,,,,,,
6,2199,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
6,2249,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
6,2299,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
6,2349,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
6,2399,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
6,2449,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
6,2499,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
6,2547,,,,,,,,,,,,,,,,,,0.6353566646575928,0.5249989628791809,0.467912882566452,0.417064905166626,0.5293647050857544,0.769740104675293,0.8476938009262085,0.533656895160675,0.7164435386657715,4.214681148529053,0.8256611227989197,0.5149396061897278,0.5606353282928467,0.6977506279945374,0.8450280427932739,0.7129454612731934
6,2547,3897.972412109375,3884.716796875,3732.9560546875,6.057802200317383,4.286599159240723,0.05568687617778778,0.05761284753680229,0.06415398418903351,0.6819639801979065,0.7258766293525696,0.7132959961891174,0.20343977212905884,0.20882101356983185,0.22683681547641754,,,,,,,,,,,,,,,,,,,
7,2549,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
7,2599,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
7,2649,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
7,2699,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
7,2749,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
7,2799,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
7,2849,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
7,2899,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
7,2911,,,,,,,,,,,,,,,,,,0.6661655306816101,0.5468174815177917,0.4861900210380554,0.4094085693359375,0.5193151831626892,0.7828302979469299,0.8482882380485535,0.5479497909545898,0.7296364903450012,4.160568714141846,0.8296398520469666,0.5255793333053589,0.5677504539489746,0.7106956839561462,0.8874305486679077,0.7050991058349609
7,2911,3897.81494140625,3880.423095703125,3715.781005859375,5.6449151039123535,4.293241024017334,0.056067273020744324,0.05817754566669464,0.06430433690547943,0.6794992089271545,0.7260431051254272,0.7153828144073486,0.20364469289779663,0.20955610275268555,0.22658377885818481,,,,,,,,,,,,,,,,,,,
8,2949,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
8,2999,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
8,3049,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
8,3099,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
8,3149,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
8,3199,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
8,3249,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
8,3275,,,,,,,,,,,,,,,,,,0.6601560711860657,0.5411392450332642,0.49300187826156616,0.44473564624786377,0.5340027213096619,0.7909513711929321,0.843958854675293,0.5583909749984741,0.7314859628677368,4.114730358123779,0.8396628499031067,0.5346071124076843,0.6069377064704895,0.7148393392562866,0.8728550672531128,0.7276028990745544
8,3275,3897.85400390625,3892.32275390625,3706.222412109375,4.9123711585998535,4.214408874511719,0.0544658862054348,0.05655153468251228,0.0630684643983841,0.6660616993904114,0.708001434803009,0.6976444125175476,0.2019650638103485,0.2083292156457901,0.22584129869937897,,,,,,,,,,,,,,,,,,,
9,3299,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
9,3349,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
9,3399,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
9,3449,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
9,3499,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
9,3549,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
9,3599,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
9,3639,,,,,,,,,,,,,,,,,,0.6728890538215637,0.5493578314781189,0.4942132234573364,0.4810623824596405,0.5443698763847351,0.8091131448745728,0.8562595844268799,0.5720854997634888,0.7340295910835266,4.012051105499268,0.8504411578178406,0.5483784675598145,0.6100612878799438,0.7164513468742371,0.8589479327201843,0.7677325010299683
9,3639,3898.009033203125,3891.978271484375,3734.76953125,5.117114543914795,4.131368637084961,0.053405918180942535,0.05538254603743553,0.06163816526532173,0.6589746475219727,0.7034112215042114,0.6931853890419006,0.19439558684825897,0.19992254674434662,0.2175142914056778,,,,,,,,,,,,,,,,,,,
10,3649,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
10,3699,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
10,3749,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
10,3799,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
10,3849,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
10,3899,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
10,3949,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
10,3999,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
10,4003,,,,,,,,,,,,,,,,,,0.6815575957298279,0.5704513192176819,0.5238791108131409,0.48057642579078674,0.5418041348457336,0.8096306324005127,0.8675995469093323,0.5815749168395996,0.7404776811599731,3.9550669193267822,0.8554309010505676,0.5596536993980408,0.6292822957038879,0.7281612157821655,0.8448982834815979,0.7795875072479248
10,4003,3897.602294921875,3887.847412109375,3727.927978515625,4.855796813964844,4.069194793701172,0.05328819155693054,0.05523446202278137,0.06097513809800148,0.6384947299957275,0.6826008558273315,0.6726599335670471,0.1956244707107544,0.2014201432466507,0.2169293612241745,,,,,,,,,,,,,,,,,,,
11,4049,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
11,4099,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
11,4149,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
11,4199,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
11,4249,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
11,4299,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
11,4349,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
11,4367,,,,,,,,,,,,,,,,,,0.7003237009048462,0.5655668377876282,0.5331687331199646,0.4921405017375946,0.5609644651412964,0.8176692128181458,0.8781548142433167,0.5936455130577087,0.7410143613815308,3.9086344242095947,0.8683356642723083,0.5704328417778015,0.6347262263298035,0.7386156320571899,0.8659754395484924,0.7760890126228333
11,4367,3897.445068359375,3892.845703125,3700.918701171875,4.805644989013672,4.072854042053223,0.05297492444515228,0.054437149316072464,0.06086049601435661,0.6428266763687134,0.6901124715805054,0.682475209236145,0.19448740780353546,0.19864720106124878,0.21490328013896942,,,,,,,,,,,,,,,,,,,
12,4399,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
12,4449,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
12,4499,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
12,4549,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
12,4599,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
12,4649,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
12,4699,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
12,4731,,,,,,,,,,,,,,,,,,0.6852760910987854,0.5854489803314209,0.5353305339813232,0.5079801678657532,0.5501367449760437,0.8206952810287476,0.8849455714225769,0.5942666530609131,0.7430593967437744,3.882713794708252,0.8714339137077332,0.5728344917297363,0.6240187883377075,0.7346975803375244,0.8817548155784607,0.7718181610107422
12,4731,3897.232177734375,3896.357421875,3701.49169921875,5.42169713973999,4.032751560211182,0.052950989454984665,0.05484902858734131,0.06094292178750038,0.6318648457527161,0.6789825558662415,0.6675421595573425,0.19321492314338684,0.19822613894939423,0.21388332545757294,,,,,,,,,,,,,,,,,,,
13,4749,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
13,4799,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
13,4849,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
13,4899,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
13,4949,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
13,4999,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
13,5049,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
13,5095,,,,,,,,,,,,,,,,,,0.6897674798965454,0.559167742729187,0.5241960883140564,0.5036694407463074,0.5651445984840393,0.814972460269928,0.8816060423851013,0.5908561944961548,0.7326723337173462,3.9266085624694824,0.8612192869186401,0.5683890581130981,0.6229245662689209,0.7289077043533325,0.8708375096321106,0.7680413126945496
13,5095,3897.373046875,3894.1748046875,3736.517822265625,4.063589572906494,3.8414082527160645,0.049452416598796844,0.05134189501404762,0.05597749724984169,0.6049062013626099,0.6483645439147949,0.6427655816078186,0.18557727336883545,0.19070985913276672,0.20446838438510895,,,,,,,,,,,,,,,,,,,
14,5099,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
14,5149,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
14,5199,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
14,5249,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
14,5299,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
14,5349,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
14,5399,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
14,5449,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
14,5459,,,,,,,,,,,,,,,,,,0.6975848078727722,0.5990102887153625,0.5451632142066956,0.508289098739624,0.5636901259422302,0.8372659683227539,0.8847106695175171,0.5928167104721069,0.7370361089706421,3.8254640102386475,0.8783717751502991,0.5827475190162659,0.6470398902893066,0.727449893951416,0.9012841582298279,0.7842276096343994
14,5459,3897.208740234375,3892.623291015625,3747.19775390625,3.953911066055298,3.851790189743042,0.049171082675457,0.051145076751708984,0.057392850518226624,0.6044861674308777,0.6511051058769226,0.6480493545532227,0.18382984399795532,0.1901988983154297,0.20577353239059448,,,,,,,,,,,,,,,,,,,
15,5499,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
15,5549,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
15,5599,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
15,5649,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
15,5699,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
15,5749,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
15,5799,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
15,5823,,,,,,,,,,,,,,,,,,0.7085587382316589,0.5938927531242371,0.5476145148277283,0.48787423968315125,0.5603904724121094,0.843040943145752,0.8845705389976501,0.601731538772583,0.7404175400733948,3.778292417526245,0.8729155659675598,0.5796661376953125,0.6408575773239136,0.7355664968490601,0.9005047082901001,0.7958887815475464
15,5823,3896.69091796875,3885.23828125,3709.902587890625,3.852451801300049,3.8532795906066895,0.04983016476035118,0.05169893056154251,0.05742732062935829,0.6032211780548096,0.651643693447113,0.6461837887763977,0.1842980831861496,0.18962141871452332,0.2048056274652481,,,,,,,,,,,,,,,,,,,
16,5849,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
16,5899,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
16,5949,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
16,5999,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
16,6049,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
16,6099,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
16,6149,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
